OID,Source,Site Name,Address,City,Zip,ZipTxt,Hours of Operation,HoursJSON,Google Calendar JSON,Website,Phone,Email,lat,lng
293,CofBoston,American Red Cross/Boston Pantry,1033 Massachusetts Ave,Boston,02118,02118,"W, Sat: 9am-12am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""09:00""
""end"" : ""12:00""",,http://www.gbfb.org/need-food/index.php,617-236-2043,,42.327127,-71.067638
294,GBFB Member Agency,American Red Cross Boston Pantry,1033 Massachusetts Aven.,Boston,02118,02118,"W, Sat: 9am-12am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""09:00""
""end"" : ""12:00""",,,617-236-2043,,42.327127,-71.067638
295,GBFB Finder,Natick Service Council Food Pantry,2 Webster Street,Natick,01760,01760,"W, Th: 5pm-8pm. Sat: 10am-1pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""17:00""
""end"" : ""20:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""17:00""
""end"" : ""20:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:00""
""end"" : ""13:00""",,,508-665-1791,,42.2796869,-71.3470757
296,GBFB Member Agency,Catholic Social Services New Bedford,238 Bonney St.,New Bedford,02744,02744,"W, Thu: 10-12","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""10:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""10:00""
""end"" : ""12:00""",,http://www.cssdioc.org/contact/new_bedford.html,508-997-7337,,41.619478,-70.927451
297,GBFB Member Agency,The Shepherd's Pantry,PO Box 760,Fairhaven,02719,02719,"Tue, W, Sat: 9-11am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""11:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""11:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""09:00""
""end"" : ""11:00""",,http://www.shepherdspantry.org/,508-763-9289,,41.6376043,-70.9036487
298,GBFB Member Agency,"Immigrant's Assistance Center, Inc.",58 Crapo St.,New Bedford,02740,02740,W. 10-2,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""12:00""
""end"" : ""14:00""",,http://www.immigrantsassistancecenter.com/contact.aspx,508-996-8113,,41.6213478,-70.9273137
299,GBFB Finder,Newton Food Pantry,1608 Beacon Street,Waban,02468,02468,W: 1:30pm-3:30pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""13:30""
""end"" : ""15:30""",,,617-527-2394,,42.3270327,-71.2300308
300,Unaffiliated,Mashpee Good Neighbor Food Pantry/First Pentecostal Curch of Jesus Christ,258 Main St. Rte. 130,Mashpee,02649,02649,"W: 10-12, 2nd W of mo.: 5-7",,,,508-477-7710,,41.647872,-70.4819674
301,GBFB Member Agency,USCC Christ the King,3 Job's Fishing Rd.,Mashpee,02649,02649,"W: 10-12, last W. of mo. 5-7pm",,,http://www.christthekingparish.com/,508-477-7700,,41.6174391,-70.4948286
302,GBFB Member Agency,"Sandwich Food Pantry, Inc.",331 Cotuit Rd.,Sandwich,02563,02563,"W: 10-12, last W. of mo. 6-7:30pm",,,http://sandwichfoodpantry.org/,508-888-3816,,41.7089457,-70.4889958
303,GBFB Member Agency,ABC - People's Baptist Church Food Pantry,134 Camden St.,Roxbury,02118,02118,"W: 10am-12am, 3rd week of mo.",,,,617-427-0424,,42.3382227,-71.0817369
304,GBFB Member Agency,Malden Haitian Church of the Nazarene Food Pantry,12 Thatcher St.,Malden,02148,02148,W: 10am-1pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""10:00""
""end"" : ""13:00""",,,,,42.4203166,-71.0782565
305,GBFB Finder,Acton Community Supper and Food Pantry,"235 Summer Road, Building 1, Lower Level",Boxborough,01719,01719,W: 10am-7pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""10:00""
""end"" : ""19:00""",,,978-635-9295,,42.4834197,-71.5167139
306,GBFB Member Agency,Joyful Ladle,26 White St.,Haverhill,01830,01830,W: 11:30-1:30,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""11:30""
""end"" : ""13:30""",,http://www.trinityhaverhill.org/parishlife/thejoyfulladle.html,978-272-4244,,42.7789524,-71.0815214
307,GBFB Finder,SVDP/Food Supplement Program of Lincoln,142 Lincold Road,Lincoln,01773,01773,"W: 11:30am-1pm, last week of month",,,,781-899-2611,,42.4144041,-71.3249973
308,CofBoston,St. Paul A.M.E. Church Food Pantry,85 Bishop Allen Drive ,Cambridge,02139,02139,W: 12:00-2:00 p.m.; Sat. 10:00 a.m.-12:00 p.m.,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""12:00""
""end"" : ""14:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:00""
""end"" : ""12:00""",,http://www.st-paul-ame.org/,617-661-1110,admin101@st-paul-ame.org,42.3655427,-71.1017909
309,GBFB Finder,Philadelphie Seventh Day Adventist Church Food Pantry,575 Main Street,Malden,02148,02148,W: 12am-2pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""12:00""
""end"" : ""14:00""",,,617-895-7382,,42.429333,-71.066914
310,GBFB Member Agency,Antioch Missionary Baptist Church Pantry,1082 Blue Hill Ave.,Dorchester,02124,02124,W: 1-5pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""13:00""
""end"" : ""17:00""",,,617-288-6559,,42.2873525,-71.0903275
311,GBFB Member Agency,Medway Village Food Pantry,170 Village St.,Medway,02050,02050,"W: 3:45-4:45, Tue-Thu: 10:30am-3pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:30""
""end"" : ""15:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""15:45""
""end"" : ""16:45""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""10:30""
""end"" : ""15:00""",,http://medwayvillagechurch.com/ministries/food-pantry/,508-533-6401,,42.1407219,-71.398677
312,GBFB Member Agency,Dedham Food Pantry,600 Washington St.,Dedham,02026,02026,"W: 3-4:30pm, Sat: 8-11am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""15:00""
""end"" : ""16:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:00""
""end"" : ""11:00""",,http://dedhamfoodpantry.org/,781-320-9442,lindsayb@uwinc.com,42.2416067,-71.1785863
313,GBFB Finder,Burlington Food Pantry,10 St. Marks Road,Burlington ,01803,01803,"W: 3pm-6pm, 2nd&4th Week of Month",,,,781-270-6625,,42.5028999,-71.206771
314,GBFB Finder,Bread of Life Meals Program,511 Main Street,Malden,02148,02148,"W: 4-6pm, F: 2-4pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""16:00""
""end"" : ""18:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""14:00""
""end"" : ""16:00""",,,781-397-0404,,42.428187,-71.0670849
315,GBFB Member Agency,Bread of Life Food Pantry,54 Eastern Ave.,Malden,02148,02148,"W: 4-6pm, F: 2-4pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""16:00""
""end"" : ""18:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""14:00""
""end"" : ""16:00""",,http://www.thebreadoflifeonline.org/,781-397-0404,,42.4282657,-71.0670182
316,CofBoston,The Elizabeth Peabody House,275-277 Broadway,Somerville,02145,02145,"W: 5:30-7:30, Thu: 7-7","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""17:30""
""end"" : ""19:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""07:00""
""end"" : ""19:00""",,,617-623-5510,,42.391792,-71.091172
317,GBFB Member Agency,Margaret Fuller House Food Pantry,71 Cherry St.,Cambridge,02139,02139,"W: 5:30-7:30, Thu: 9am-1pm, F: 9am-12am, Sat: 9am-12am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""17:30""
""end"" : ""19:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""13:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""09:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""09:00""
""end"" : ""12:00""",,http://www.margaretfullerhouse.org/,617-547-4680,,42.3646127,-71.0974375
318,GBFB Member Agency,First Congregational Church Pantry,230 Beach St.,Revere,02151,02151,W: 7-8:30pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""19:00""
""end"" : ""20:30""",,http://www.firstcongrevere.org/foodpantry,781-284-4158,ngranitsas@firstcongrevere.org,42.40926,-71.00857
319,GBFB Finder,Celebration International Church Food Pantry,6 Loker Street,Wayland,01778,01778,W: 7pm-8:30pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""19:00""
""end"" : ""20:30""",,,508-653-6864,,42.3237459,-71.3495366
320,GBFB Member Agency,Dorchester House Food Pantry,1353 Dorchester Ave.,Dorchester,02122,02122,W: 8-10am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""08:00""
""end"" : ""10:00""",,http://www.dorchesterhouse.org/public-health/parenting-programs/food-pantry/,617-822-8219,Beatrice.Burton@codman.org,42.3044998,-71.0592598
321,GBFB Member Agency,New Bethel Baptist Church Pantry ,11 Beech St.,Framingham,01703,01703,"W: 8-9pm, Sun: 12:30-2pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""20:00""
""end"" : ""21:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Sunday”]
""startsOn"" : ""06/09/2013""
""start"": ""12:30""
""end"" : ""14:00""",,,508-872-1222,,42.282643,-71.421
322,GBFB Member Agency,Acord Food Pantry,69 Willow St.,South Hamilton,01982,01982,"W: 9:30-11:30, Thu: 6:30-8pm, Sat: 9-11:30am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:30""
""end"" : ""11:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""18:30""
""end"" : ""20:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""09:00""
""end"" : ""11:30""",,,978-468-7424,,42.6109694,-70.8766144
323,GBFB Finder,MHSA/Bristol Lodge Pantry,545 Moody Street,Waltham,02451,02451,W: 9am-11am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""11:00""",,,781-899-2099,,42.3668576,-71.2377976
324,GBFB Member Agency,"Food for the World, Inc. Free Methodist Church Pantry",447 Essex St. Suite 104,Lawrence,01841,01841,W: 9am-11am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""11:00""",,http://www.foodfortheworld.org/pantry.html,978-683-9949,,42.7064013,-71.1645473
325,GBFB Member Agency,Rockland Emergency Food Pantry,12 Church St.,Rockland,02370,02370,W: 9am-12,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""12:00""",,,781-878-1078,,42.1301492,-70.9147948
